word1,word2,SimLex999,POS,emb1,emb2,similarity_score
dokter,professor,4.68,N,"tensor([27.1885, -0.5461, 39.9574,  ..., 21.5657, 13.9952, 20.1583])","tensor([22.5017, -0.5698, 47.2673,  ..., 27.2305, 16.0137, 23.1188])",0.9910178
arm,ader,2.05,N,"tensor([17.4420, -0.2965, 37.8991,  ..., 22.4461, 13.0824, 18.2898])","tensor([18.2931, -0.2769, 34.5048,  ..., 19.6362, 13.1056, 16.8738])",0.9959468
kamer,bad,1.31,N,"tensor([22.7092, -0.1980, 30.3798,  ..., 17.2314, 10.7808, 14.5103])","tensor([30.8544, -0.2464, 37.9788,  ..., 22.7768, 13.1851, 19.0977])",0.99488354
onderneming,bedrijf,7.95,N,"tensor([37.0028, -0.2955, 41.8669,  ..., 23.2282, 14.6146, 20.9657])","tensor([26.5663, -0.4143, 38.8010,  ..., 20.5456, 13.4742, 18.9653])",0.99390566
plezier,voetbal,1.86,N,"tensor([37.4416, -0.3223, 43.9481,  ..., 25.3375, 14.8002, 21.7712])","tensor([26.4557, -0.2083, 33.6231,  ..., 19.9338, 12.9779, 17.7124])",0.9951481
heuvel,cliff,3.55,N,"tensor([19.1378, -0.1992, 24.1417,  ..., 14.2173, 10.0221, 12.5478])","tensor([22.6352, -0.2587, 36.8258,  ..., 23.6975, 12.7781, 19.0815])",0.9927261
botten,enkel,1.93,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([36.4090, -0.2857, 41.9278,  ..., 24.9527, 14.2821, 21.2851])",0.99542654
appel,snoep,1.69,N,"tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])","tensor([20.5045, -0.2774, 29.7708,  ..., 18.3948, 12.2121, 15.2548])",0.9925075
helper,huishulp,5.37,N,"tensor([19.0635, -0.1647, 25.3381,  ..., 15.3714, 10.0433, 13.2345])","tensor([24.3636, -0.6456, 39.2350,  ..., 22.9498, 15.4418, 20.3607])",0.9897399
leider,manager,7.14,N,"tensor([21.8525, -0.1119, 26.0848,  ..., 15.3875, 10.7586, 13.5705])","tensor([23.0404, -0.1261, 28.2987,  ..., 15.5973, 10.5346, 14.1704])",0.99583924
citroen,thee,1.7,N,"tensor([19.5219, -0.5097, 40.5907,  ..., 26.0134, 14.2364, 20.8357])","tensor([20.4395, -0.3569, 30.7998,  ..., 20.2008, 12.5352, 15.9019])",0.9900003
bij,mier,1.93,N,"tensor([22.5478, -0.4599, 43.7650,  ..., 27.5655, 14.5828, 21.5018])","tensor([22.5258, -0.3065, 31.2883,  ..., 18.1799, 12.5139, 15.3666])",0.9947295
basketbal,honkbal,2.53,N,"tensor([17.6828, -0.3214, 36.0983,  ..., 20.5137, 12.9923, 16.9929])","tensor([20.3238, -0.2270, 28.5545,  ..., 18.5689, 11.4646, 14.7007])",0.98879594
rijst,boon,2.13,N,"tensor([20.9827, -0.2729, 29.4337,  ..., 19.0142, 11.0280, 14.9161])","tensor([22.9864, -0.3269, 32.7849,  ..., 21.3016, 13.6295, 16.3784])",0.99253553
bed,meubels,3.31,N,"tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])","tensor([18.3784, -0.5142, 39.4719,  ..., 27.2031, 13.7964, 20.3242])",0.9892531
emotie,passie,5.09,N,"tensor([17.4614, -0.2636, 24.0179,  ..., 15.4890, 10.7115, 12.3233])","tensor([25.3545, -0.3704, 35.7422,  ..., 21.0835, 12.7255, 18.4036])",0.990436
anarchie,chaos,3.65,N,"tensor([18.9527, -0.2594, 24.0870,  ..., 14.2002, 12.1865, 12.5906])","tensor([33.8166, -0.3080, 42.9966,  ..., 24.1272, 14.7983, 21.2741])",0.9875897
misdaad,overtreding,6.31,N,"tensor([34.9606, -0.2155, 41.4881,  ..., 22.9194, 14.3093, 20.4195])","tensor([17.6803, -0.3088, 26.9847,  ..., 17.2299, 10.4852, 13.9760])",0.9889993
machine,aandrijving,3.02,N,"tensor([21.6668, -0.0916, 24.1222,  ..., 12.6116, 11.1271, 11.8518])","tensor([18.4569, -0.3110, 30.1782,  ..., 19.5939, 11.0430, 15.9828])",0.9851877
strand,zee,4.62,N,"tensor([23.1045, -0.2052, 31.4717,  ..., 17.7417, 11.7398, 15.1743])","tensor([21.2050, -0.5150, 41.3038,  ..., 27.0631, 15.3536, 21.6858])",0.99090266
steeg,kom,0.82,N,"tensor([15.1970, -0.3795, 35.2043,  ..., 22.2067, 10.7835, 17.5612])","tensor([24.8777, -0.2798, 31.5229,  ..., 19.8917, 11.8026, 15.7065])",0.9926397
pot,fles,2.25,N,"tensor([26.5291, -0.3081, 35.8502,  ..., 21.7823, 12.9117, 17.9764])","tensor([13.4061, -0.3359, 32.4149,  ..., 22.0632, 11.0483, 15.6989])",0.9937891
kracht,vermogen,6.92,N,"tensor([19.6138, -0.0344, 21.2034,  ..., 10.4728,  9.9466,  9.9900])","tensor([17.9918, -0.3209, 36.8071,  ..., 21.5424, 12.0233, 17.9577])",0.98486406
zaad,mosterd,1.88,N,"tensor([21.2716, -0.4125, 29.2435,  ..., 18.6923, 11.9342, 15.5704])","tensor([18.2289, -0.2020, 23.2349,  ..., 14.5757, 11.0649, 11.9328])",0.9912148
gitaar,drumstel,2.45,N,"tensor([18.2533, -0.2684, 26.7564,  ..., 16.9220, 11.2089, 14.3210])","tensor([20.5923, -0.2456, 28.2235,  ..., 18.0880, 10.0053, 14.6636])",0.9903537
mening,idee,5.32,N,"tensor([22.6886, -0.1425, 28.4647,  ..., 16.0140, 11.4810, 13.6546])","tensor([19.4774, -0.1342, 23.1295,  ..., 12.6575, 10.0169, 11.0641])",0.9920967
noord,west,1.83,N,"tensor([20.4337, -0.3893, 31.1802,  ..., 18.3632, 14.4212, 16.1465])","tensor([17.9871, -0.1292, 24.2491,  ..., 12.3107, 11.0724, 11.2855])",0.9841474
dieet,salade,3.82,N,"tensor([24.6333, -0.4564, 35.5531,  ..., 24.7060, 12.8729, 18.7937])","tensor([20.7382, -0.1570, 27.9439,  ..., 17.2422, 11.7901, 14.1568])",0.9934055
moeder,vrouw,5.3,N,"tensor([34.9042, -0.1977, 40.2243,  ..., 22.9375, 14.2053, 20.1105])","tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])",0.99158573
vader,moeder,5.4,N,"tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])","tensor([34.9042, -0.1977, 40.2243,  ..., 22.9375, 14.2053, 20.1105])",0.9981612
kapitein,matroos,4.25,N,"tensor([29.2091, -0.4030, 38.5301,  ..., 22.8937, 13.7291, 19.9724])","tensor([20.9589, -0.2806, 28.9353,  ..., 19.1328, 11.2879, 15.3939])",0.99572116
meter,decimeter,3.28,N,"tensor([26.6366, -0.3612, 38.8437,  ..., 22.8944, 13.0402, 19.3302])","tensor([15.3034, -0.1131, 20.3942,  ..., 11.8145,  9.5610, 10.0566])",0.986914
bier,champagne,1.99,N,"tensor([20.1803, -0.2302, 26.8625,  ..., 15.6531, 10.4232, 13.4030])","tensor([33.5147, -0.1939, 39.6489,  ..., 23.0904, 13.5240, 19.6056])",0.9889395
motor,boot,3.55,N,"tensor([24.3987, -0.2924, 35.5800,  ..., 19.7122, 13.6998, 17.7213])","tensor([35.9183, -0.2397, 40.8114,  ..., 23.6506, 14.0686, 20.0845])",0.99263227
kaart,brug,2.32,N,"tensor([25.4943, -0.3586, 36.4191,  ..., 20.2473, 12.1742, 17.8892])","tensor([25.0924, -0.4401, 35.9711,  ..., 22.3463, 12.9631, 18.0874])",0.99517477
wetenschap,psychologie,3.16,N,"tensor([33.9513, -0.1994, 41.5709,  ..., 22.3002, 14.1851, 20.4087])","tensor([19.9473, -0.2404, 27.3924,  ..., 17.0383, 11.3691, 14.4756])",0.99070674
zondaar,heilige,1.57,N,"tensor([20.3820, -0.4180, 32.1341,  ..., 23.0412, 11.9987, 17.3566])","tensor([12.6575, -0.2448, 32.7440,  ..., 18.7614, 11.4181, 14.9891])",0.98808676
vernietiging,constructie,1.9,N,"tensor([18.3034, -0.0999, 23.7577,  ..., 14.7059, 11.4123, 11.4590])","tensor([16.9081, -0.2987, 35.5509,  ..., 21.1989, 11.4634, 17.3311])",0.98035634
menigte,massa,8.29,N,"tensor([18.6368, -0.1166, 22.5608,  ..., 13.3766,  9.7671, 11.8049])","tensor([24.6111, -0.3753, 32.6158,  ..., 19.0309, 13.1912, 17.0487])",0.98952913
strand,rif,2.08,N,"tensor([23.1045, -0.2052, 31.4717,  ..., 17.7417, 11.7398, 15.1743])","tensor([23.2150, -0.2569, 31.8313,  ..., 18.0756, 12.3075, 15.5709])",0.9948299
man,kind,1.85,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([32.1683, -0.1810, 40.4828,  ..., 22.2465, 14.3653, 19.4824])",0.989941
brood,kaas,2.62,N,"tensor([36.5489, -0.3273, 43.2678,  ..., 25.3222, 15.0583, 21.9696])","tensor([34.3145, -0.2822, 41.1152,  ..., 25.2663, 14.8445, 20.3754])",0.99868786
kampioen,winnaar,8.16,N,"tensor([24.5834, -0.4495, 39.8056,  ..., 24.3116, 14.2221, 20.6083])","tensor([23.1280, -0.2581, 28.9824,  ..., 16.9059, 12.5184, 14.5570])",0.9924834
feest,ceremonie,5.23,N,"tensor([24.1469, -0.2339, 31.9856,  ..., 17.5037, 12.5639, 16.2759])","tensor([28.2169, -0.7235, 46.9825,  ..., 28.3235, 15.3830, 23.8859])",0.9923407
menu,bestelling,3.02,N,"tensor([37.4548, -0.2625, 42.7213,  ..., 25.5060, 14.1840, 21.3900])","tensor([28.3889, -0.4428, 45.3500,  ..., 27.1304, 14.6872, 22.7127])",0.9971712
koning,prinses,2.26,N,"tensor([38.8116, -0.2791, 43.3275,  ..., 24.2002, 17.0572, 21.4716])","tensor([21.1511, -0.2388, 27.1527,  ..., 17.2796, 14.7640, 13.5449])",0.98895127
rijkdom,aanzien,3.08,N,"tensor([18.5877, -0.4780, 36.9735,  ..., 22.8956, 13.5150, 18.9798])","tensor([22.1198, -0.4430, 34.7342,  ..., 20.5848, 11.0224, 17.5884])",0.9933873
uithoudingsvermogen,kracht,5.13,N,"tensor([23.1925, -0.6615, 40.0502,  ..., 26.1016, 13.5604, 20.5833])","tensor([19.6138, -0.0344, 21.2034,  ..., 10.4728,  9.9466,  9.9900])",0.98021376
gevaar,bedreiging,7.87,N,"tensor([25.4794, -0.3540, 35.2126,  ..., 20.7700, 12.4913, 17.7730])","tensor([18.1646, -0.6656, 41.7554,  ..., 27.4135, 13.9033, 22.1098])",0.9909213
god,priester,2.51,N,"tensor([35.5537, -0.2683, 42.5880,  ..., 25.1928, 14.6627, 21.1282])","tensor([19.6066, -0.2919, 27.9679,  ..., 17.3182, 11.3370, 14.4648])",0.9944713
mannen,broederschap,2.74,N,"tensor([23.4858, -0.2913, 31.3450,  ..., 17.6016, 11.6910, 15.3114])","tensor([14.3461, -0.4429, 34.2959,  ..., 20.6752, 12.2532, 16.7527])",0.9919337
vriend,partner,5.84,N,"tensor([28.2194, -0.3105, 38.7789,  ..., 21.5508, 13.6061, 19.2505])","tensor([25.1898, -0.3841, 32.9105,  ..., 18.0575, 13.9416, 16.8252])",0.99503
leraar,helper,4.27,N,"tensor([19.5119, -0.3978, 28.3065,  ..., 18.8397, 11.6276, 15.1106])","tensor([19.0635, -0.1647, 25.3381,  ..., 15.3714, 10.0433, 13.2345])",0.99309444
lichaam,buik,2.03,N,"tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])","tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])",0.98636705
tong,keel,1.82,N,"tensor([23.4623, -0.3929, 32.8743,  ..., 21.2576, 12.2513, 17.0760])","tensor([22.6638, -0.3682, 36.2917,  ..., 20.6578, 13.1781, 18.2210])",0.993509
huis,tapijt,1.74,N,"tensor([35.9505, -0.2995, 41.3835,  ..., 24.8374, 14.5731, 20.9793])","tensor([17.5208, -0.2212, 23.2064,  ..., 13.0307,  9.9877, 11.5878])",0.9895759
intelligentie,vaardigheid,2.87,N,"tensor([17.3456, -0.2034, 23.7630,  ..., 14.5693, 11.0093, 12.0261])","tensor([20.6805, -0.7310, 44.3595,  ..., 29.1889, 15.3432, 22.9550])",0.9883934
reis,verovering,1.29,N,"tensor([21.1933, -0.1296, 27.1605,  ..., 16.4242, 11.3843, 13.5537])","tensor([19.0518, -0.3405, 29.0525,  ..., 18.8230, 11.7608, 15.0599])",0.9908582
god,prooi,0.72,N,"tensor([35.5537, -0.2683, 42.5880,  ..., 25.1928, 14.6627, 21.1282])","tensor([17.7872, -0.2701, 25.2595,  ..., 13.9507, 11.2992, 12.7300])",0.9883798
broer,ziel,2.34,N,"tensor([19.5480, -0.3811, 39.6546,  ..., 23.1462, 13.6182, 19.3290])","tensor([34.5077, -0.1884, 40.9002,  ..., 22.8888, 13.9760, 20.0832])",0.99581355
tegenstander,rivaal,7.56,N,"tensor([20.9392, -0.3098, 28.9507,  ..., 16.8471, 11.4278, 14.6929])","tensor([20.9361, -0.3911, 31.0749,  ..., 21.4958, 12.9550, 16.4179])",0.99256665
dood,ramp,3.2,N,"tensor([25.7028, -0.4584, 35.5266,  ..., 21.6574, 14.3589, 18.3925])","tensor([21.9608, -0.1557, 29.9865,  ..., 18.6016, 11.0729, 14.7681])",0.9946519
monster,demon,7.05,N,"tensor([21.8693, -0.3231, 41.9163,  ..., 24.5427, 14.4986, 20.6293])","tensor([31.5304, -0.2022, 42.8021,  ..., 23.3630, 14.9567, 20.7982])",0.9951038
dag,ochtend,3.5,N,"tensor([30.8148, -0.6008, 44.1720,  ..., 26.5081, 14.5444, 23.8923])","tensor([23.3462, -0.3564, 39.7122,  ..., 23.8281, 13.0205, 20.2478])",0.9927519
man,winnaar,1.61,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([23.1280, -0.2581, 28.9824,  ..., 16.9059, 12.5184, 14.5570])",0.9917103
vriend,jongen,3.37,N,"tensor([28.2194, -0.3105, 38.7789,  ..., 21.5508, 13.6061, 19.2505])","tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])",0.9858039
lied,verhaal,3.49,N,"tensor([21.3706, -0.3632, 36.8402,  ..., 21.8438, 11.9970, 18.5025])","tensor([36.6167, -0.3205, 43.5064,  ..., 25.6017, 15.6814, 21.9752])",0.99729675
straal,zonneschijn,4.99,N,"tensor([17.1359, -0.3081, 25.5416,  ..., 17.0557, 11.5451, 13.2924])","tensor([21.2764, -0.3581, 33.6895,  ..., 19.6129, 12.8619, 17.0337])",0.9896496
kerel,hengst,2.43,N,"tensor([19.5979, -0.1811, 24.6475,  ..., 13.7924,  9.9999, 12.3614])","tensor([18.2167, -0.2764, 25.9452,  ..., 15.2091, 10.3314, 13.1649])",0.9929882
kip,rijst,1.93,N,"tensor([24.5076, -0.2486, 33.2875,  ..., 20.7115, 12.8162, 16.4355])","tensor([20.9827, -0.2729, 29.4337,  ..., 19.0142, 11.0280, 14.9161])",0.99604845
doos,lift,0.79,N,"tensor([22.8285, -0.2559, 30.0468,  ..., 19.3013, 13.0635, 16.0184])","tensor([23.0350, -0.3799, 43.3530,  ..., 26.3812, 14.1321, 21.6227])",0.9940549
boter,aardappel,1.04,N,"tensor([20.7647, -0.2112, 27.6075,  ..., 15.9778, 11.6744, 13.8894])","tensor([30.2066, -0.2625, 39.8632,  ..., 23.2087, 13.9709, 19.7609])",0.9921479
appartement,meubels,2.82,N,"tensor([36.2719, -0.1942, 41.8967,  ..., 23.8294, 13.7934, 20.7334])","tensor([18.3784, -0.5142, 39.4719,  ..., 27.2031, 13.7964, 20.3242])",0.993322
meer,moeras,1.91,N,"tensor([21.1223, -0.4123, 41.3273,  ..., 24.4847, 13.7129, 19.7806])","tensor([20.2510, -0.3068, 27.1900,  ..., 15.4236, 11.4423, 13.8291])",0.9914708
sla,azijn,2.56,N,"tensor([23.7204, -0.2569, 30.8629,  ..., 16.9564, 12.4288, 15.0332])","tensor([12.0348, -0.3274, 33.2352,  ..., 20.0417, 11.1924, 16.2527])",0.99260277
bloem,bol,3.34,N,"tensor([21.6124, -0.1398, 27.4616,  ..., 15.4473, 10.9705, 13.0638])","tensor([24.4462, -0.3002, 32.1293,  ..., 17.6645, 12.7061, 15.9469])",0.99118096
wolk,waas,4.77,N,"tensor([18.8228, -0.3689, 27.4718,  ..., 17.4197, 12.3180, 14.1272])","tensor([19.3582, -0.2862, 26.6488,  ..., 18.2571, 11.5868, 13.6714])",0.9935943
chauffeur,piloot,5.59,N,"tensor([20.2032, -0.7073, 47.7634,  ..., 30.0588, 16.4833, 24.3842])","tensor([16.0271, -0.2801, 24.1485,  ..., 17.1377, 11.8339, 12.7961])",0.98474646
suiker,honing,3.32,N,"tensor([38.7947, -0.3223, 44.7727,  ..., 25.2560, 15.8543, 22.2914])","tensor([19.0321, -0.2771, 27.9106,  ..., 16.5333, 12.9841, 14.0190])",0.99079925
lichaam,schouder,2.59,N,"tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])","tensor([23.0658, -0.4876, 44.3510,  ..., 27.6087, 14.5388, 22.1605])",0.99222785
idee,beeld,5.46,N,"tensor([19.4774, -0.1342, 23.1295,  ..., 12.6575, 10.0169, 11.0641])","tensor([35.3825, -0.2361, 41.6621,  ..., 23.4793, 13.9352, 20.4569])",0.98659414
vader,broer,1.97,N,"tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])","tensor([19.5480, -0.3811, 39.6546,  ..., 23.1462, 13.6182, 19.3290])",0.99776715
maan,planeet,4.28,N,"tensor([24.7576, -0.3253, 32.9835,  ..., 19.0902, 14.4673, 16.7369])","tensor([18.5123, -0.3821, 42.4711,  ..., 24.4379, 14.3829, 20.8741])",0.9893045
bal,handschoen,1.84,N,"tensor([24.6686, -0.2643, 32.1034,  ..., 18.8693, 12.7767, 15.6932])","tensor([17.1755, -0.3251, 25.7208,  ..., 19.3200, 10.8867, 13.3654])",0.98801553
rails,hek,4.07,N,"tensor([18.6668, -0.2795, 26.3370,  ..., 16.6102, 10.9393, 12.7410])","tensor([21.6144, -0.2576, 27.8523,  ..., 16.1714, 10.4352, 14.0933])",0.9905115
kamer,bed,1.89,N,"tensor([22.7092, -0.1980, 30.3798,  ..., 17.2314, 10.7808, 14.5103])","tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])",0.99431604
bloem,struik,3.78,N,"tensor([21.6124, -0.1398, 27.4616,  ..., 15.4473, 10.9705, 13.0638])","tensor([18.2152, -0.2657, 25.5169,  ..., 16.8496, 10.4331, 13.1435])",0.98792654
botten,knie,3.19,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([19.5447, -0.1788, 26.8272,  ..., 16.4106, 10.8582, 13.8199])",0.99319464
arm,knie,1.63,N,"tensor([17.4420, -0.2965, 37.8991,  ..., 22.4461, 13.0824, 18.2898])","tensor([19.5447, -0.1788, 26.8272,  ..., 16.4106, 10.8582, 13.8199])",0.9914312
onderkant,zijkant,2.15,N,"tensor([13.5920, -0.3842, 35.1869,  ..., 21.4707, 11.7760, 17.0851])","tensor([23.5229, -0.4509, 39.2957,  ..., 24.3246, 13.8872, 20.1063])",0.9984618
vat,ader,4.59,N,"tensor([21.2514, -0.1653, 25.3892,  ..., 13.5185, 10.3980, 12.5016])","tensor([18.2931, -0.2769, 34.5048,  ..., 19.6362, 13.1056, 16.8738])",0.9924304
kat,konijn,2.85,N,"tensor([25.5438, -0.4299, 33.9135,  ..., 20.3908, 13.5084, 17.7012])","tensor([27.7400, -0.3844, 37.6765,  ..., 23.9707, 13.4995, 18.9503])",0.9946844
vlees,spek,4.94,N,"tensor([35.8004, -0.3048, 42.7537,  ..., 25.0305, 15.1329, 21.3571])","tensor([34.3338, -0.3051, 40.7394,  ..., 24.1129, 14.0636, 20.4376])",0.99857736
geloof,begrip,5.42,N,"tensor([25.0033, -0.2912, 30.9402,  ..., 17.2228, 12.4791, 15.5281])","tensor([24.0257, -0.2005, 32.1829,  ..., 18.6750, 10.5621, 15.6628])",0.99252564
intelligentie,inzicht,4.66,N,"tensor([17.3456, -0.2034, 23.7630,  ..., 14.5693, 11.0093, 12.0261])","tensor([35.1077, -0.2593, 40.5823,  ..., 24.6198, 14.2812, 20.5270])",0.99065447
aandacht,interesse,8.13,N,"tensor([34.5472, -0.2889, 40.9308,  ..., 24.8245, 14.3447, 20.7737])","tensor([36.1598, -0.3336, 44.3570,  ..., 25.6377, 15.3016, 21.9325])",0.99845
houding,zelfvertrouwen,3.49,N,"tensor([14.0537, -0.2866, 33.4399,  ..., 19.0740, 10.8236, 16.0469])","tensor([21.2290, -0.9897, 50.2970,  ..., 31.1206, 16.0450, 24.8135])",0.98944175
recht,rechtvaardigheid,5.13,N,"tensor([16.8118, -0.2098, 25.3994,  ..., 14.0944, 11.5658, 11.9332])","tensor([15.8800, -0.2744, 23.9043,  ..., 15.6227, 10.4864, 11.8101])",0.98365504
argument,overeenkomst,1.5,N,"tensor([21.5822, -0.1206, 24.8937,  ..., 12.8510, 10.0817, 12.2087])","tensor([17.5870, -0.3995, 39.5943,  ..., 23.7222, 12.1183, 19.0280])",0.98962134
diepte,omvang,1.35,N,"tensor([15.4830, -0.1446, 21.5970,  ..., 13.9214, 10.1541, 10.6495])","tensor([26.8726, -0.6364, 41.0595,  ..., 25.6649, 14.0693, 21.9193])",0.98080355
medium,nieuws,4.03,N,"tensor([22.3030, -0.1999, 27.0148,  ..., 15.9540, 11.6196, 13.5577])","tensor([26.0033, -0.2998, 30.7069,  ..., 17.4666, 12.2278, 15.6574])",0.99335647
winnaar,kandidaat,1.68,N,"tensor([23.1280, -0.2581, 28.9824,  ..., 16.9059, 12.5184, 14.5570])","tensor([38.0491, -0.3872, 44.1381,  ..., 26.3776, 15.1352, 22.8207])",0.99357766
verjaardag,datum,3.95,N,"tensor([27.6768, -0.4532, 37.3519,  ..., 21.4653, 14.4222, 20.1856])","tensor([33.8512, -0.3194, 43.4357,  ..., 25.6736, 14.5844, 21.8825])",0.992271
vergoeding,betaling,6.67,N,"tensor([19.2460, -0.3970, 39.0858,  ..., 23.3174, 12.6234, 19.3390])","tensor([22.0635, -0.3389, 41.1325,  ..., 23.2568, 13.3784, 19.9721])",0.9979696
bijbel,psalm,2.04,N,"tensor([17.4886, -0.2812, 24.9490,  ..., 14.1203, 12.0353, 12.2993])","tensor([15.7882, -0.1683, 21.7279,  ..., 12.0769,  9.7236, 10.3191])",0.9924009
uitgang,deuropening,4.64,N,"tensor([20.8481, -0.2581, 27.4395,  ..., 17.5641, 10.1007, 13.6302])","tensor([20.2600, -0.2817, 29.0142,  ..., 19.0267, 11.2979, 15.3572])",0.9950416
man,schildwacht,1.48,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([15.3530, -0.2835, 24.8497,  ..., 15.4481, 10.3378, 12.2426])",0.9868184
gangpad,hal,6.03,N,"tensor([18.9729, -0.1610, 25.5217,  ..., 16.2496, 10.8284, 13.0799])","tensor([21.2951, -0.1464, 24.8935,  ..., 15.1403, 11.3760, 12.5386])",0.9897722
whisky,jenever,4.06,N,"tensor([35.2250, -0.1953, 42.0827,  ..., 24.2478, 13.4421, 20.8108])","tensor([18.2518, -0.3076, 25.3166,  ..., 15.9198, 12.4806, 13.0332])",0.98704106
bloed,merg,2.43,N,"tensor([35.5691, -0.3038, 43.6187,  ..., 26.3528, 14.4643, 21.5661])","tensor([16.9615, -0.4099, 39.8647,  ..., 23.1063, 12.9669, 19.4597])",0.99683076
olie,nerts,1.81,N,"tensor([17.1010, -0.4842, 42.8431,  ..., 25.5130, 15.1363, 20.8095])","tensor([20.5009, -0.3525, 28.4920,  ..., 18.5298, 11.2451, 14.4926])",0.9923493
vloer,dek,3.77,N,"tensor([26.7979, -0.4764, 38.5677,  ..., 22.1532, 14.9492, 19.0639])","tensor([23.1285, -0.2704, 31.4705,  ..., 20.0329, 12.4995, 16.0101])",0.98944926
dak,vloer,1.15,N,"tensor([20.7530, -0.3421, 39.9540,  ..., 24.1483, 13.9461, 19.3138])","tensor([26.7979, -0.4764, 38.5677,  ..., 22.1532, 14.9492, 19.0639])",0.99267226
deur,vloer,1.55,N,"tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])","tensor([26.7979, -0.4764, 38.5677,  ..., 22.1532, 14.9492, 19.0639])",0.992098
schouder,hoofd,2.95,N,"tensor([23.0658, -0.4876, 44.3510,  ..., 27.6087, 14.5388, 22.1605])","tensor([17.6957, -0.1683, 25.4357,  ..., 12.2845, 12.0165, 11.8078])",0.97493243
wagen,rijtuig,7.05,N,"tensor([14.2925, -0.3464, 35.3376,  ..., 20.2677, 12.3207, 17.4916])","tensor([20.1373, -0.3501, 33.1700,  ..., 18.2712, 11.2935, 16.1527])",0.9936646
auto,rijtuig,6.3,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([20.1373, -0.3501, 33.1700,  ..., 18.2712, 11.2935, 16.1527])",0.99034774
elleboog,enkel,2.74,N,"tensor([16.4161, -0.2666, 24.3760,  ..., 16.0871, 10.9296, 12.6460])","tensor([36.4090, -0.2857, 41.9278,  ..., 24.9527, 14.2821, 21.2851])",0.9878868
rijkdom,bekendheid,2.46,N,"tensor([18.5877, -0.4780, 36.9735,  ..., 22.8956, 13.5150, 18.9798])","tensor([14.6186, -0.1699, 21.6299,  ..., 12.2915,  8.6570, 10.2347])",0.9862683
verdriet,schaamte,1.87,N,"tensor([19.5930, -0.3825, 30.8690,  ..., 20.1739, 10.8718, 16.8756])","tensor([19.2263, -0.4813, 30.4343,  ..., 23.5136, 13.6160, 16.4591])",0.98839915
administratie,management,3.28,N,"tensor([38.5516, -0.3362, 43.9491,  ..., 24.9786, 16.0814, 22.2191])","tensor([36.0229, -0.2144, 41.4442,  ..., 22.5489, 14.3644, 20.3035])",0.9985116
communicatie,gesprek,6.98,N,"tensor([36.5113, -0.3235, 43.5716,  ..., 25.5662, 14.9168, 22.1620])","tensor([36.0778, -0.2462, 40.9864,  ..., 23.8269, 13.8878, 20.5162])",0.99825484
vervuiling,atmosfeer,4.08,N,"tensor([17.5869, -0.2840, 25.8612,  ..., 16.8963, 11.6894, 13.5587])","tensor([19.4914, -0.4234, 33.0444,  ..., 21.7294, 11.0694, 17.3153])",0.99098724
anatomie,biologie,5.93,N,"tensor([14.1143, -0.4288, 37.6359,  ..., 23.6316, 12.4721, 18.2779])","tensor([20.3231, -0.3405, 30.6546,  ..., 19.4198, 11.1388, 15.9983])",0.9977906
hogeschool,beroep,3.3,N,"tensor([21.7986, -0.3334, 30.8655,  ..., 19.1976, 12.3100, 15.5611])","tensor([32.4118, -0.2062, 42.9901,  ..., 23.6426, 14.4877, 21.0577])",0.9888108
boek,onderwerp,2.22,N,"tensor([37.9573, -0.3813, 45.0609,  ..., 27.2901, 15.5794, 22.9110])","tensor([22.4973, -0.1028, 27.9050,  ..., 16.1678, 10.0295, 13.1685])",0.9953234
formule,vergelijking,5.63,N,"tensor([25.4637, -0.2241, 35.5753,  ..., 20.5286, 11.7663, 17.6313])","tensor([22.8055, -0.2681, 33.7151,  ..., 19.7381, 11.7307, 16.3828])",0.9958855
boek,informatie,4.88,N,"tensor([37.9573, -0.3813, 45.0609,  ..., 27.2901, 15.5794, 22.9110])","tensor([27.4379, -0.5068, 38.5615,  ..., 22.6512, 14.1310, 20.6584])",0.994891
